t_ms,velocidade_rad_s
12760,0.000000
12780,0.000000
12800,0.000000
12820,0.000000
12840,0.000000
12860,0.000000
12881,0.000000
12900,0.000000
12921,0.000000
12940,0.000000
12961,0.000000
12980,0.000000
13001,0.000000
13020,0.000000
13040,0.000000
13060,0.000000
13080,0.000000
13100,0.000000
13120,0.000000
13140,0.000000
13160,0.000000
13181,0.000000
13200,0.000000
13221,0.000000
13240,0.000000
13261,0.000000
13280,0.000000
13301,0.000000
13320,0.000000
13340,0.000000
13360,0.000000
13380,0.000000
13400,0.000000
13420,0.000000
13441,0.000000
13460,0.000000
13481,0.000000
13500,0.000000
13521,0.000000
13540,0.000000
13561,0.000000
13580,0.000000
13601,0.000000
13620,0.000000
13641,0.000000
13660,0.000000
13680,0.000000
13700,0.000000
13720,0.000000
13741,0.000000
13760,0.000000
13781,0.000000
13800,0.000000
13821,0.000000
13840,0.000000
13861,0.000000
13880,0.000000
13901,0.000000
13920,0.000000
13941,0.000000
13960,0.000000
13980,0.000000
14000,0.000000
14020,0.000000
14041,0.000000
14060,0.000000
14081,0.000000
14100,0.000000
14121,0.000000
14140,0.000000
14161,0.000000
14180,0.000000
14201,0.000000
14220,0.000000
14241,0.000000
14260,0.000000
14281,0.000000
14300,0.000000
14320,0.000000
14341,0.000000
14360,0.000000
14381,0.000000
14400,0.000000
14421,0.000000
14440,0.000000
14461,0.000000
14480,0.000000
14501,0.000000
14520,0.000000
14541,0.000000
14560,0.000000
14581,0.000000
14600,0.000000
14620,0.000000
14641,0.000000
14660,0.000000
14681,0.000000
14700,0.000000
14721,0.000000
14740,0.000000
14761,0.000000
14780,0.000000
14801,0.000000
14820,0.000000
14841,0.000000
14860,0.000000
14881,0.000000
14900,0.000000
14921,0.000000
14941,0.000000
14960,0.000000
14981,0.000000
15000,0.000000
15021,0.000000
15040,0.000000
15061,0.000000
15080,0.000000
15101,0.000000
15120,0.000000
15141,0.000000
15160,0.000000
15181,0.000000
15200,0.000000
15221,0.000000
15241,0.000000
15260,0.000000
15281,0.000000
15300,0.000000
15321,0.000000
15340,0.000000
15361,0.000000
15380,0.000000
15401,0.000000
15420,0.000000
15441,0.000000
15460,0.000000
15481,0.000000
15500,0.000000
15521,0.000000
15541,0.000000
15561,0.000000
15581,0.000000
15600,0.000000
15621,0.000000
15640,0.000000
15661,0.000000
15680,0.000000
15701,0.000000
15720,0.000000
15741,0.000000
15760,0.000000
15781,0.000000
15800,0.000000
15821,0.000000
15841,0.000000
15861,0.000000
15881,0.000000
15900,0.000000
15921,0.000000
15940,0.000000
15961,0.000000
15980,0.000000
16001,0.000000
16020,0.000000
16041,0.000000
16060,0.000000
16081,0.000000
16100,0.000000
16121,0.000000
16141,0.000000
16161,0.000000
16181,0.000000
16201,0.000000
16221,0.000000
16240,0.000000
16261,0.000000
16280,0.000000
16301,0.000000
16320,0.000000
16341,0.000000
16360,0.000000
16381,0.000000
16400,0.000000
16421,0.000000
16441,0.000000
16461,0.000000
16481,0.000000
16501,0.000000
16521,0.000000
16540,0.000000
16561,0.000000
16580,0.000000
16601,0.000000
16620,0.000000
16641,0.000000
16660,0.000000
16681,0.000000
16701,0.000000
16721,0.000000
16741,0.000000
16761,0.000000
16781,0.000000
16801,0.000000
16821,0.000000
16841,0.000000
16861,0.000000
16880,0.000000
16901,0.000000
16920,0.000000
16941,0.000000
16960,0.000000
16981,0.000000
17001,0.000000
17021,0.000000
17041,0.000000
17061,0.000000
17081,0.000000
17101,0.000000
17121,0.000000
17141,0.000000
17161,0.000000
17180,0.000000
17201,0.000000
17220,0.000000
17241,0.000000
17260,0.000000
17281,0.000000
17301,0.000000
17321,0.000000
17341,0.000000
17361,0.000000
17381,0.000000
17401,0.000000
17421,0.000000
17441,0.000000
17461,0.000000
17481,0.000000
17501,0.000000
17520,0.000000
17541,0.000000
17560,0.000000
17581,0.000000
17601,0.000000
17621,0.000000
17641,0.000000
17661,0.000000
17681,0.000000
17701,0.000000
17721,0.000000
17741,0.000000
17761,0.000000
17781,0.000000
17801,0.000000
17820,0.000000
17841,0.000000
17860,0.000000
17881,0.000000
17901,0.000000
17921,0.000000
17941,0.000000
17961,0.000000
17981,0.000000
18001,0.000000
18021,0.000000
18041,0.000000
18061,0.000000
18081,0.000000
18101,0.000000
18121,0.000000
18141,0.000000
18160,0.000000
18181,0.000000
18201,0.000000
18221,0.000000
18241,0.000000
18261,0.000000
18281,0.000000
18301,0.000000
18321,0.000000
18341,0.000000
18361,0.000000
18381,0.000000
18401,0.000000
18421,0.000000
18441,0.000000
18460,0.000000
18481,0.000000
18501,0.000000
18521,0.000000
18541,0.000000
18561,0.000000
18581,0.000000
18601,0.000000
18621,0.000000
18641,0.000000
18661,0.000000
18681,0.000000
18701,0.000000
18721,0.000000
18741,0.000000
18761,0.000000
18781,0.000000
18801,0.000000
18821,0.000000
18841,0.000000
18861,0.000000
18881,0.000000
18901,0.000000
18921,0.000000
18941,0.000000
18961,0.000000
18981,0.000000
19001,0.000000
19021,0.000000
19041,0.000000
19061,0.000000
19081,0.000000
19102,0.000000
19121,0.000000
19141,0.000000
19161,0.000000
19181,0.000000
19201,0.000000
19221,0.000000
19241,0.000000
19261,0.000000
19281,0.000000
19301,0.000000
19321,0.000000
19341,0.000000
19361,0.000000
19381,0.000000
19402,0.000000
19421,0.000000
19441,0.000000
19461,0.000000
19481,0.000000
19501,0.000000
19521,0.000000
19541,0.000000
19561,0.000000
19581,0.000000
19601,0.000000
19621,0.000000
19641,0.000000
19661,0.000000
19681,0.000000
19702,0.000000
19721,0.000000
19742,0.000000
19761,0.000000
19781,0.000000
19801,0.000000
19821,0.000000
19841,0.000000
19861,0.000000
19881,0.000000
19901,0.000000
19921,0.000000
19941,0.000000
19961,0.000000
19981,0.000000
