motor,pwm,t_ms,count_acumulado,delta_count,vel_rad_s
D,0,0,0,0,0.000000,
D,0,70,0,0,0.000000,
D,0,140,0,0,0.000000,
D,0,210,0,0,0.000000,
D,0,280,0,0,0.000000,
D,0,350,0,0,0.000000,
D,0,420,0,0,0.000000,
D,0,490,0,0,0.000000,
D,0,560,0,0,0.000000,
D,0,630,0,0,0.000000,
D,0,700,0,0,0.000000,
D,0,770,0,0,0.000000,
D,0,840,0,0,0.000000,
D,0,910,0,0,0.000000,
D,0,980,0,0,0.000000,
D,5,0,0,0,0.000000,
D,5,70,0,0,0.000000,
D,5,140,0,0,0.000000,
D,5,210,0,0,0.000000,
D,5,280,0,0,0.000000,
D,5,350,0,0,0.000000,
D,5,420,0,0,0.000000,
D,5,490,0,0,0.000000,
D,5,560,0,0,0.000000,
D,5,630,0,0,0.000000,
D,5,700,0,0,0.000000,
D,5,770,0,0,0.000000,
D,5,840,0,0,0.000000,
D,5,910,0,0,0.000000,
D,5,980,0,0,0.000000,
D,10,0,0,0,0.000000,
D,10,70,0,0,0.000000,
D,10,140,0,0,0.000000,
D,10,210,0,0,0.000000,
D,10,280,0,0,0.000000,
D,10,350,0,0,0.000000,
D,10,420,0,0,0.000000,
D,10,490,0,0,0.000000,
D,10,561,0,0,0.000000,
D,10,630,0,0,0.000000,
D,10,700,0,0,0.000000,
D,10,770,0,0,0.000000,
D,10,840,0,0,0.000000,
D,10,910,0,0,0.000000,
D,10,980,0,0,0.000000,
D,15,0,0,0,0.000000,
D,15,70,0,0,0.000000,
D,15,140,0,0,0.000000,
D,15,210,0,0,0.000000,
D,15,280,0,0,0.000000,
D,15,350,0,0,0.000000,
D,15,420,0,0,0.000000,
D,15,490,0,0,0.000000,
D,15,560,0,0,0.000000,
D,15,630,0,0,0.000000,
D,15,700,0,0,0.000000,
D,15,770,0,0,0.000000,
D,15,840,0,0,0.000000,
D,15,910,0,0,0.000000,
D,15,981,0,0,0.000000,
D,20,0,0,0,0.000000,
D,20,70,0,0,0.000000,
D,20,140,0,0,0.000000,
D,20,210,0,0,0.000000,
D,20,280,0,0,0.000000,
D,20,350,0,0,0.000000,
D,20,420,0,0,0.000000,
D,20,490,0,0,0.000000,
D,20,560,0,0,0.000000,
D,20,630,0,0,0.000000,
D,20,700,0,0,0.000000,
D,20,770,0,0,0.000000,
D,20,840,0,0,0.000000,
D,20,910,0,0,0.000000,
D,20,980,0,0,0.000000,
D,25,0,0,0,0.000000,
D,25,70,0,0,0.000000,
D,25,140,0,0,0.000000,
D,25,210,0,0,0.000000,
D,25,280,0,0,0.000000,
D,25,350,0,0,0.000000,
D,25,420,0,0,0.000000,
D,25,490,0,0,0.000000,
D,25,560,0,0,0.000000,
D,25,630,0,0,0.000000,
D,25,700,0,0,0.000000,
D,25,770,0,0,0.000000,
D,25,840,0,0,0.000000,
D,25,910,0,0,0.000000,
D,25,980,0,0,0.000000,
D,30,0,0,0,0.000000,
D,30,70,0,0,0.000000,
D,30,140,0,0,0.000000,
D,30,210,0,0,0.000000,
D,30,280,0,0,0.000000,
D,30,350,0,0,0.000000,
D,30,420,0,0,0.000000,
D,30,490,0,0,0.000000,
D,30,560,0,0,0.000000,
D,30,630,0,0,0.000000,
D,30,700,0,0,0.000000,
D,30,770,0,0,0.000000,
D,30,840,0,0,0.000000,
D,30,910,0,0,0.000000,
D,30,980,0,0,0.000000,
D,35,0,0,0,0.000000,
D,35,70,0,0,0.000000,
D,35,140,0,0,0.000000,
D,35,210,0,0,0.000000,
D,35,280,0,0,0.000000,
D,35,350,0,0,0.000000,
D,35,420,0,0,0.000000,
D,35,490,0,0,0.000000,
D,35,560,0,0,0.000000,
D,35,630,0,0,0.000000,
D,35,700,0,0,0.000000,
D,35,770,0,0,0.000000,
D,35,840,0,0,0.000000,
D,35,910,0,0,0.000000,
D,35,980,0,0,0.000000,
D,40,0,0,0,0.000000,
D,40,70,0,0,0.000000,
D,40,140,1,1,0.020778,
D,40,210,1,0,0.000000,
D,40,280,4,3,0.062333,
D,40,351,6,2,0.041555,
D,40,420,6,0,0.000000,
D,40,490,6,0,0.000000,
D,40,560,6,0,0.000000,
D,40,630,7,1,0.020778,
D,40,700,7,0,0.000000,
D,40,770,7,0,0.000000,
D,40,840,7,0,0.000000,
D,40,910,7,0,0.000000,
D,40,980,7,0,0.000000,
D,45,0,0,0,0.000000,
D,45,70,0,0,0.000000,
D,45,140,0,0,0.000000,
D,45,210,0,0,0.000000,
D,45,280,0,0,0.000000,
D,45,350,0,0,0.000000,
D,45,420,0,0,0.000000,
D,45,490,0,0,0.000000,
D,45,560,0,0,0.000000,
D,45,630,0,0,0.000000,
D,45,700,0,0,0.000000,
D,45,770,0,0,0.000000,
D,45,840,0,0,0.000000,
D,45,910,0,0,0.000000,
D,45,980,0,0,0.000000,
D,50,0,0,0,0.000000,
D,50,70,0,0,0.000000,
D,50,140,0,0,0.000000,
D,50,211,0,0,0.000000,
D,50,280,0,0,0.000000,
D,50,350,0,0,0.000000,
D,50,420,0,0,0.000000,
D,50,490,0,0,0.000000,
D,50,560,0,0,0.000000,
D,50,630,0,0,0.000000,
D,50,700,0,0,0.000000,
D,50,770,0,0,0.000000,
D,50,840,0,0,0.000000,
D,50,910,0,0,0.000000,
D,50,980,0,0,0.000000,
D,55,0,0,0,0.000000,
D,55,70,0,0,0.000000,
D,55,140,0,0,0.000000,
D,55,210,0,0,0.000000,
D,55,280,0,0,0.000000,
D,55,350,0,0,0.000000,
D,55,420,0,0,0.000000,
D,55,490,0,0,0.000000,
D,55,560,0,0,0.000000,
D,55,631,0,0,0.000000,
D,55,700,0,0,0.000000,
D,55,770,0,0,0.000000,
D,55,840,0,0,0.000000,
D,55,910,0,0,0.000000,
D,55,980,0,0,0.000000,
D,60,0,0,0,0.000000,
D,60,70,0,0,0.000000,
D,60,140,0,0,0.000000,
D,60,210,0,0,0.000000,
D,60,280,0,0,0.000000,
D,60,350,0,0,0.000000,
D,60,420,0,0,0.000000,
D,60,490,0,0,0.000000,
D,60,560,0,0,0.000000,
D,60,630,0,0,0.000000,
D,60,700,0,0,0.000000,
D,60,770,0,0,0.000000,
D,60,840,0,0,0.000000,
D,60,910,0,0,0.000000,
D,60,980,0,0,0.000000,
D,65,0,0,0,0.000000,
D,65,70,0,0,0.000000,
D,65,140,0,0,0.000000,
D,65,210,0,0,0.000000,
D,65,280,0,0,0.000000,
D,65,350,0,0,0.000000,
D,65,420,0,0,0.000000,
D,65,490,0,0,0.000000,
D,65,560,0,0,0.000000,
D,65,630,0,0,0.000000,
D,65,700,0,0,0.000000,
D,65,770,0,0,0.000000,
D,65,840,0,0,0.000000,
D,65,910,0,0,0.000000,
D,65,980,0,0,0.000000,
D,70,0,0,0,0.000000,
D,70,70,0,0,0.000000,
D,70,140,0,0,0.000000,
D,70,210,0,0,0.000000,
D,70,280,0,0,0.000000,
D,70,350,0,0,0.000000,
D,70,420,0,0,0.000000,
D,70,490,0,0,0.000000,
D,70,560,0,0,0.000000,
D,70,630,0,0,0.000000,
D,70,700,0,0,0.000000,
D,70,770,0,0,0.000000,
D,70,840,0,0,0.000000,
D,70,910,0,0,0.000000,
D,70,980,0,0,0.000000,
D,75,0,0,0,0.000000,
D,75,70,0,0,0.000000,
D,75,140,0,0,0.000000,
D,75,210,0,0,0.000000,
D,75,280,0,0,0.000000,
D,75,350,0,0,0.000000,
D,75,420,0,0,0.000000,
D,75,490,0,0,0.000000,
D,75,560,0,0,0.000000,
D,75,630,0,0,0.000000,
D,75,700,0,0,0.000000,
D,75,770,0,0,0.000000,
D,75,840,0,0,0.000000,
D,75,910,0,0,0.000000,
D,75,980,0,0,0.000000,
D,80,0,0,0,0.000000,
D,80,70,0,0,0.000000,
D,80,140,0,0,0.000000,
D,80,210,0,0,0.000000,
D,80,280,0,0,0.000000,
D,80,350,0,0,0.000000,
D,80,420,0,0,0.000000,
D,80,490,0,0,0.000000,
D,80,560,0,0,0.000000,
D,80,630,0,0,0.000000,
D,80,700,0,0,0.000000,
D,80,770,0,0,0.000000,
D,80,840,1,1,0.020778,
D,80,910,1,0,0.000000,
D,80,980,1,0,0.000000,
D,85,0,0,0,0.000000,
D,85,70,7,7,0.145444,
D,85,140,50,43,0.893442,
D,85,210,115,65,1.350552,
D,85,280,192,77,1.599885,
D,85,350,277,85,1.766107,
D,85,420,367,90,1.869996,
D,85,490,450,83,1.724552,
D,85,560,532,82,1.703774,
D,85,630,619,87,1.807662,
D,85,700,707,88,1.828440,
D,85,770,797,90,1.869996,
D,85,840,891,94,1.953107,
D,85,910,981,90,1.869996,
D,85,980,1072,91,1.890773,
D,90,0,0,0,0.000000,
D,90,70,23,23,0.477888,
D,90,140,98,75,1.558330,
D,90,210,193,95,1.973884,
D,90,280,295,102,2.119328,
D,90,350,397,102,2.119328,
D,90,420,500,103,2.140106,
D,90,490,606,106,2.202439,
D,90,560,710,104,2.160884,
D,90,630,813,103,2.140106,
D,90,700,917,104,2.160884,
D,90,770,1019,102,2.119328,
D,90,840,1122,103,2.140106,
D,90,910,1223,101,2.098551,
D,90,980,1325,102,2.119328,
D,95,0,0,0,0.000000,
D,95,70,54,54,1.121997,
D,95,140,147,93,1.932329,
D,95,210,248,101,2.098551,
D,95,281,359,111,2.306328,
D,95,350,469,110,2.285550,
D,95,420,580,111,2.306328,
D,95,490,696,116,2.410217,
D,95,560,812,116,2.410217,
D,95,630,931,119,2.472550,
D,95,700,1050,119,2.472550,
D,95,770,1166,116,2.410217,
D,95,840,1284,118,2.451772,
D,95,910,1448,164,3.407548,
D,95,980,1662,214,4.446434,
D,100,0,0,0,0.000000,
D,100,70,62,62,1.288219,
D,100,140,246,184,3.823102,
D,100,210,501,255,5.298321,
D,100,280,808,307,6.378763,
D,100,350,1140,332,6.898206,
D,100,420,1478,338,7.022873,
D,100,490,1828,350,7.272205,
D,100,560,2193,365,7.583872,
D,100,630,2566,373,7.750093,
D,100,701,2956,390,8.103315,
D,100,770,3351,395,8.207204,
D,100,840,3744,393,8.165649,
D,100,910,4140,396,8.227981,
D,100,980,4536,396,8.227981,
D,105,0,0,0,0.000000,
D,105,70,78,78,1.620663,
D,105,141,286,208,4.321768,
D,105,210,564,278,5.776209,
D,105,280,876,312,6.482652,
D,105,350,1224,348,7.230649,
D,105,420,1594,370,7.687760,
D,105,490,1988,394,8.186426,
D,105,560,2403,415,8.622758,
D,105,630,2822,419,8.705869,
D,105,700,3248,426,8.851313,
D,105,770,3684,436,9.059091,
D,105,840,4118,434,9.017535,
D,105,910,4554,436,9.059091,
D,105,980,4996,442,9.183757,
D,110,0,0,0,0.000000,
D,110,70,86,86,1.786885,
D,110,140,309,223,4.633434,
D,110,210,620,311,6.461874,
D,110,280,978,358,7.438427,
D,110,350,1369,391,8.124094,
D,110,420,1785,416,8.643536,
D,110,490,2212,427,8.872092,
D,110,560,2654,442,9.183757,
D,110,630,3087,433,8.996758,
D,110,700,3508,421,8.747425,
D,110,770,3940,432,8.975979,
D,110,840,4378,438,9.100646,
D,110,910,4824,446,9.266868,
D,110,980,5282,458,9.516201,
D,115,0,0,0,0.000000,
D,115,70,91,91,1.890773,
D,115,140,308,217,4.508767,
D,115,210,620,312,6.482652,
D,115,280,990,370,7.687760,
D,115,350,1399,409,8.498092,
D,115,420,1836,437,9.079869,
D,115,490,2269,433,8.996758,
D,115,560,2703,434,9.017535,
D,115,630,3144,441,9.162979,
D,115,700,3586,442,9.183757,
D,115,770,4040,454,9.433091,
D,115,840,4506,466,9.682422,
D,115,910,4972,466,9.682422,
D,115,980,5452,480,9.973311,
D,120,0,0,0,0.000000,
D,120,70,108,108,2.243995,
D,120,140,364,256,5.319099,
D,120,210,701,337,7.002095,
D,120,280,1076,375,7.791648,
D,120,350,1466,390,8.103315,
D,120,420,1880,414,8.601981,
D,120,490,2313,433,8.996758,
